"TOA5","MarMenorIP","CR1000X","25703","CR1000X.Std.06.00","CPU:MarMenor7-final.CR1X","33968","OutputDiag"
"TIMESTAMP","RECORD","Anonymous1","PTemp_C_Avg","PTemp_C_Max","PTemp_C_Min","VBatt_Avg","VBatt_Max","VBatt_Min","IBatt_Avg","IBatt_Max","IBatt_Min","ILoad_Avg","ILoad_Max","ILoad_Min","V_in_chg_Avg","V_in_chg_Max","V_in_chg_Min","I_in_chg_Avg","I_in_chg_Max","I_in_chg_Min","ChargeTime","Anonymous2","Anonymous3","Anonymous4","Anonymous5","Anonymous6","Anonymous7","Anonymous8","Anonymous9","Anonymous10","Anonymous11","Anonymous12","Anonymous13","Anonymous14","Anonymous15","Anonymous16","Anonymous17","Anonymous18"
"2023-07-20 00:00:00",62,"MarMenor7",35.89,43.54,30.88,13.14,14.25,12.6,0.02964481,0.8477,-0.4318,0.2631036,0.4332,0.1395,11.56,21.25,0.043,0.2476704,1.0064,0,11.45,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-21 00:00:00",63,"MarMenor7",33.92,38.33,31.73,13.09,14.29,12.59,0.02020598,1.1377,-0.4358,0.2716902,0.4373,0.2418,10.47,20.87,0.042,0.2567516,1.2192,0,11.58,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-22 00:00:00",64,"MarMenor7",35.52,40.84,30.96,13.16,14.27,12.56,0.06034552,0.9541,-0.4426,0.2715409,0.444,0.2463,11.53,21.8,0.043,0.2819022,1.1078,0,11.52,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-23 00:00:00",65,"MarMenor7",33.68,38.07,30.97,13.15,14.31,12.6,0.03428785,1.1731,-0.4395,0.2686657,0.4412,0.1403,11.16,21.4,0.043,0.2584712,1.2715,0,11.47,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-24 00:00:00",66,"MarMenor7",34.23,38.72,31.55,13.13,14.34,12.58,0.03403914,0.9473,-0.4462,0.2724489,0.4477,0.231,11.12,21.57,0.043,0.2620977,1.0738,0,11.39,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-25 00:00:00",67,"MarMenor7",35.37,40.83,31.57,13.14,14.26,12.57,0.04662362,1.0749,-0.4352,0.2640883,0.4367,0.1397,11.32,21.38,0.043,0.2659535,1.2107,0,11.52,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-26 00:00:00",68,"MarMenor7",35.78,41.26,31.74,13.17,14.05,12.59,0.03607757,0.902,-0.4369,0.2634018,0.4389,0.2272,11.83,21.18,0.043,0.2521794,1.0951,0,11.6,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-27 00:00:00",69,"MarMenor7",34.1,39.33,30.42,13.16,14.34,12.58,0.03384477,1.0214,-0.4333,0.2658098,0.435,0.2285,11.62,21.55,0.043,0.251685,1.1702,0,11.58,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-28 00:00:00",70,"MarMenor7",34.11,38.74,31.21,13.16,14.34,12.58,0.03162066,1.0082,-0.4322,0.2641773,0.4337,0.1404,11.69,21.71,0.043,0.2471376,1.1276,0,11.52,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-29 00:00:00",71,"MarMenor7",34.61,39.42,30.22,13.16,14.32,12.58,0.03414977,0.8781,-0.4362,0.2638426,0.4377,0.2269,11.6,21.59,0.042,0.2527378,1.0176,0,11.55,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-30 00:00:00",72,"MarMenor7",34.68,40.34,30.1,13.17,14.33,12.59,0.03586281,0.7979,-0.4328,0.2615993,0.4343,0.1401,11.72,21.72,0.043,0.2491454,0.9566,0,11.51,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-07-31 00:00:00",73,"MarMenor7",34.86,39.78,30.4,13.17,14.33,12.58,0.03265164,0.7819,-0.4405,0.2670048,0.4421,0.2333,11.67,21.17,0.043,0.252376,0.9628,0,11.52,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-01 00:00:00",74,"MarMenor7",35.18,40.73,30.73,13.14,14.3,12.57,0.03190563,0.9527,-0.4443,0.2730548,0.4458,0.2455,11.42,21.82,0.043,0.2575785,1.1206,0,11.51,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-02 00:00:00",75,"MarMenor7",35.36,41.88,30.23,13.16,14.31,12.58,0.03628839,0.8539,-0.4371,0.2605525,0.4386,0.1405,11.61,21.26,0.049,0.249535,0.9936,0,11.5,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-03 00:00:00",76,"MarMenor7",35.06,41.27,30.09,13.16,14.32,12.57,0.03325262,0.8539,-0.4392,0.2656595,0.4407,0.2338,11.64,21.84,0.062,0.251006,1.0002,0,11.48,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-04 00:00:00",77,"MarMenor7",34.73,38.64,31,13.16,14.36,12.58,0.03069818,0.9069,-0.4357,0.2638268,0.4372,0.1409,11.45,21.7,0.052,0.2504994,1.0644,0,11.37,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-05 00:00:00",78,"MarMenor7",32.1,35.12,29.95,13.22,14.44,12.57,0.03169286,1.0221,-0.4411,0.264824,0.4426,0.2362,11.85,21.83,0.05,0.2433637,1.1576,0,11.41,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-06 00:00:00",79,"MarMenor7",32.54,36.51,28.45,13.19,14.36,12.57,0.03083444,0.9065,-0.4192,0.2681291,0.4207,0.2248,11.76,21.92,0.051,0.2485207,1.0621,0,11.44,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-07 00:00:00",80,"MarMenor7",32.82,38.42,27.81,13.19,14.39,12.56,0.02886436,0.948,-0.4185,0.2644795,0.42,0.1403,11.66,21.65,0.047,0.2454904,1.1058,0,11.42,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-08 00:00:00",81,"MarMenor7",32.69,37.44,29.92,13.18,14.39,12.57,0.02450505,1.0596,-0.4135,0.2630276,0.4151,0.2338,11.47,21.92,0.046,0.2399014,1.3151,0,11.22,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-09 00:00:00",82,"MarMenor7",32.21,36.22,29.37,13.15,14.37,12.56,0.02364964,0.9117,-0.4136,0.2665158,0.4152,0.1401,11.16,21.81,0.045,0.2438924,1.0321,0,11.13,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-10 00:00:00",83,"MarMenor7",33.59,39.42,29.7,13.15,14.32,12.56,0.03889038,0.9283,-0.4172,0.2657806,0.4188,0.2295,11.15,21.16,0.045,0.257093,1.0392,0,11.04,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-11 00:00:00",84,"MarMenor7",35.04,41.05,29.92,13.13,14.25,12.59,0.02921649,0.772,-0.4089,0.2628846,0.4104,0.2322,11.13,21.7,0.044,0.2469499,0.948,0,11.08,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-12 00:00:00",85,"MarMenor7",33.3,36.7,30.89,13.17,14.39,12.55,0.0323531,0.8966,-0.416,0.2645825,0.4174,0.1398,11.38,21.83,0.043,0.246661,1.0709,0,11.15,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-13 00:00:00",86,"MarMenor7",33.98,38.89,29.99,13.15,14.31,12.57,0.03429131,0.9258,-0.4136,0.270833,0.415,0.2423,11.27,21.69,0.043,0.2559253,1.0637,0,11.17,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-14 00:00:00",87,"MarMenor7",33.25,38.27,30.09,13.15,14.36,12.57,0.03168249,0.9882,-0.417,0.2672177,0.4185,0.1403,11.11,21.8,0.043,0.2518339,1.101,0,11.05,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-15 00:00:00",88,"MarMenor7",34.07,40.66,29.73,13.15,14.31,12.58,0.02952992,1.0636,-0.4122,0.2645471,0.4138,0.2346,11.15,21.63,0.043,0.2466408,1.2006,0,10.97,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-16 00:00:00",89,"MarMenor7",33.61,39.4,30.37,13.12,14.33,12.56,0.0236715,0.8921,-0.4057,0.2615473,0.4072,0.2229,10.74,21.61,0.043,0.2417103,1.0009,0,10.84,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-17 00:00:00",90,"MarMenor7",34.11,40.42,30.25,13.14,14.31,12.55,0.03659096,0.9951,-0.411,0.2614026,0.4125,0.1402,11,21.57,0.043,0.2501864,1.1055,0,10.94,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-18 00:00:00",91,"MarMenor7",34.7,41.05,30.39,13.14,14.3,12.58,0.03285514,0.7568,-0.4078,0.2624357,0.4093,0.2342,11.04,21.27,0.043,0.2478593,0.9216,0,10.86,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-19 00:00:00",92,"MarMenor7",34.99,40.81,30.06,13.14,14.3,12.58,0.02891627,0.7933,-0.4072,0.261582,0.4087,0.1393,10.97,21.74,0.042,0.245129,0.9311,0,11.02,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-20 00:00:00",93,"MarMenor7",34.53,40.67,30.14,13.14,14.33,12.57,0.02935519,0.7746,-0.4088,0.2668546,0.4102,0.233,11.11,21.66,0.042,0.2478924,0.9198,0,11,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-21 00:00:00",94,"MarMenor7",34.83,40.8,31.15,13.13,14.3,12.57,0.02927066,0.9072,-0.4197,0.2718306,0.4212,0.2297,10.93,21.63,0.043,0.2525036,1.0379,0,10.77,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-22 00:00:00",95,"MarMenor7",34.35,39.78,30.67,13.13,14.31,12.56,0.03155226,0.954,-0.4103,0.2644687,0.4118,0.1401,10.91,21.72,0.043,0.2484391,1.0795,0,10.87,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-23 00:00:00",96,"MarMenor7",34.3,39.18,30.97,13.14,14.32,12.57,0.03060771,0.7145,-0.4137,0.2706421,0.418,0.2432,10.97,21.74,0.042,0.2508609,0.97,0,10.83,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-24 00:00:00",97,"MarMenor7",34.74,40.14,31.24,13.13,14.3,12.56,0.03219446,0.7346,-0.421,0.2716276,0.4225,0.1398,10.93,21.76,0.043,0.252454,0.9066,0,10.78,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-25 00:00:00",98,"MarMenor7",34.76,40.93,29.02,13.13,14.27,12.55,0.0317039,0.7748,-0.4228,0.2707712,0.4243,0.2403,10.91,21.22,0.042,0.2532437,0.946,0,10.8,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-26 00:00:00",99,"MarMenor7",35.36,42.67,29.32,13.12,14.24,12.56,0.03107433,0.7762,-0.412,0.2686472,0.4134,0.2411,10.7,21.35,0.043,0.2517622,0.9468,0,10.67,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-27 00:00:00",100,"MarMenor7",35.03,40.4,30.72,13.07,14.22,12.56,0.01793129,0.8567,-0.4087,0.2683457,0.4102,0.1398,9.96,21.9,0.043,0.2474055,1.0905,0,10.55,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-28 00:00:00",101,"MarMenor7",33.4,37.15,30.45,13.11,14.31,12.54,0.04759162,1.2828,-0.412,0.2718827,0.4135,0.236,10.44,22.77,0.044,0.2647686,1.4333,0,10.24,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-29 00:00:00",102,"MarMenor7",32.14,38.72,27.83,13.16,14.32,12.53,0.03396564,0.7495,-0.4167,0.2679861,0.4181,0.14,11,21.76,0.043,0.2483417,0.9475,0,10.63,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-30 00:00:00",103,"MarMenor7",32.53,38.93,27.02,13.16,14.33,12.56,0.02640656,0.7745,-0.4115,0.264766,0.4129,0.2349,10.95,22.21,0.043,0.2413142,0.9411,0,10.67,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-08-31 00:00:00",104,"MarMenor7",31.56,35.42,28.77,13.13,14.36,12.54,0.031475,1.0204,-0.4128,0.2714965,0.4143,0.2466,10.31,22.08,0.043,0.2584087,1.1522,0,10.6,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-01 00:00:00",105,"MarMenor7",32.49,38.73,27.27,13.13,14.28,12.54,0.03241206,0.8122,-0.4052,0.2647278,0.4066,0.1397,10.79,21.7,0.078,0.2481085,0.9881,0,10.62,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-02 00:00:00",106,"MarMenor7",31.79,38.09,27.01,13.14,14.31,12.55,0.02791888,0.9754,-0.4133,0.2699858,0.4147,0.2409,10.83,21.61,0.063,0.2470777,1.1217,0,10.63,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-03 00:00:00",107,"MarMenor7",29.29,35.9,25.65,12.94,14.07,12.52,-0.03445802,1.326,-0.4131,0.2715369,0.4146,0.1403,8.51,19.83,0.046,0.2110529,1.4856,0,9.32,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-04 00:00:00",108,"MarMenor7",28.42,31.08,25.55,12.86,13.72,12.44,-0.05909703,0.8652,-0.4072,0.2684594,0.4086,0.2454,8.91,19.17,0.045,0.1824532,0.9587,0,9.53,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-05 00:00:00",109,"MarMenor7",32.21,38.97,29.31,13.08,14.31,12.37,0.1737484,1.3971,-0.4083,0.2649473,0.4098,0.2378,9.42,20.43,0.046,0.3832833,1.4935,0,10.11,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-06 00:00:00",110,"MarMenor7",32.4,37.86,28.66,13.21,14.31,12.61,0.05069526,1.008,-0.4008,0.2607693,0.4023,0.1393,10.13,21.06,0.045,0.2645452,1.1174,0,10.2,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-07 00:00:00",111,"MarMenor7",31.54,35.7,29.2,13.15,14.39,12.54,0.03090917,1.0817,-0.4175,0.2678656,0.4191,0.2359,10.21,21.95,0.044,0.2518348,1.1829,0,10.2,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-08 00:00:00",112,"MarMenor7",32.28,38.7,28.59,13.12,14.3,12.53,0.03780026,1.0381,-0.4142,0.2687103,0.4161,0.1395,10.34,21.68,0.044,0.2575567,1.25,0,10.3,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-09 00:00:00",113,"MarMenor7",31.92,38.2,28.08,13.12,14.31,12.54,0.02168284,1.1729,-0.412,0.2706536,0.4135,0.2437,10.33,21.57,0.043,0.2441855,1.3004,0,10.22,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-10 00:00:00",114,"MarMenor7",31.07,35.33,28.02,13.14,14.36,12.53,0.0311519,1.0495,-0.4149,0.2748548,0.4164,0.2426,10.4,21.34,0.043,0.2559889,1.284,0,10.32,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-11 00:00:00",115,"MarMenor7",30.79,35.01,27.99,13.13,14.38,12.54,0.02932806,1.2067,-0.4073,0.2652184,0.4088,0.1402,10.25,22.05,0.043,0.2466782,1.2834,0,10.2,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-12 00:00:00",116,"MarMenor7",32.37,39.83,28.5,13.1,14.25,12.53,0.03064534,0.9794,-0.4051,0.2662283,0.4074,0.2396,10.04,21.64,0.043,0.2499739,1.148,0,10.02,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-13 00:00:00",117,"MarMenor7",32,37.96,27.98,13.1,14.29,12.54,0.02445164,1.2484,-0.405,0.2651838,0.4064,0.139,10.04,22.07,0.042,0.2439738,1.455,0,10.17,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-14 00:00:00",118,"MarMenor7",32.52,35.82,29.34,13.33,14.34,12.68,0.1403875,1.313,-0.3984,0.2579998,0.3998,0.0027,12.74,21.87,0.045,0.3380212,1.4274,0,6.833,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-15 00:00:00",119,"MarMenor7",30.81,34.91,28.41,13.12,14.35,12.52,0.0302173,1.2967,-0.4036,0.2657169,0.405,0.2395,9.89,21.8,0.043,0.248562,1.3921,0,9.67,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-16 00:00:00",120,"MarMenor7",31.32,37.81,27.61,13.09,14.29,12.52,0.0280562,1.0244,-0.3986,0.2594822,0.4009,0.1339,9.4,21.76,0.043,0.246055,1.1811,0,9.47,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-17 00:00:00",121,"MarMenor7",30.23,35.15,26.83,13.12,14.35,12.5,0.04469348,1.2338,-0.4064,0.2608988,0.4079,0.2298,9.64,21.48,0.042,0.2629503,1.356,0,9.61,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-18 00:00:00",122,"MarMenor7",31.74,37.98,28.03,13.08,14.28,12.51,0.02453098,1.0616,-0.4081,0.2647348,0.4096,0.1331,9.48,21.8,0.043,0.2479409,1.2183,0,9.55,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-19 00:00:00",123,"MarMenor7",32.35,40.65,28.27,13.14,14.32,12.46,-0.01749529,0.9369,-0.3971,0.2584488,0.3992,0.2323,9.89,21.81,0.043,0.2031023,1.1114,0,9.52,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-20 00:00:00",124,"MarMenor7",29.62,34.95,27.14,12.96,14.41,12.35,0.03492545,1.6868,-0.4037,0.2625152,0.4114,0.2295,8.83,21.27,0.044,0.2567046,1.7873,0,9.35,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-21 00:00:00",125,"MarMenor7",31.19,38.45,26.01,13.16,14.36,12.38,0.043963,1.031,-0.4016,0.2578713,0.4031,0.1338,10.01,21.49,0.042,0.2528499,1.1957,0,9.65,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
"2023-09-22 00:00:00",126,"MarMenor7",30.98,36.76,26.02,13.14,14.36,12.4,0.02844076,1.1259,-0.3998,0.2579092,0.4013,0.2292,10.09,21.81,0.042,0.2386383,1.2353,0,9.61,1.051088,1.034767,1.038571,0.9830996,-782.5366,0.9990537,-1188.402,0.9850988,-962.9008,0.9859024,-822.9496,1.000524,-1201.934,0.9843644,-871.7987,0.000720486,-3.477148
